text,intent,label_id
i am inquiring about your auto top up feature.,automatic_top_up,3
i would like to know if i can top up with google pay.,apple_pay_or_google_pay,2
when i got cash i believe that the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal,44
i need to verify my funds.,verify_source_of_funds,42
i can't figure out how to transfer money into my account.,transfer_into_account,40
"i have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_arrival,7
can i add a new currency to my account?,exchange_via_app,19
do i need to go to an office to change my pin?,change_pin,12
what fiat currencies are supported?,fiat_currency_support,21
how do i order a replacement for stolen card?,compromised_card,13
can turn my money into another currency?,exchange_via_app,19
what do i do if i forgot my pin?,pin_blocked,29
how long should it take for my top-up to finish? i've been waiting a while.,pending_top_up,28
when i was in a restaurant today my card was declined and payment wouldn't go through and i need help. can you fix this?,card_not_working,9
"hi, i don't know what's going on i've just paid for my top up twice by accident can you help me get a refund please.",top_up_reverted,36
i would like to change my personal details.,edit_personal_details,18
i was told i would be getting a refund but i have yet to see it,Refund_not_showing_up,0
i was trying to purchase something at the store today and my card has been declined. why has this happened?,declined_card_payment,15
my cash withdrawl has the wrong rate of exchange.,wrong_exchange_rate_for_cash_withdrawal,44
do i need to order a new card if mine is expiring?,card_about_to_expire,6
"my card details could be stolen, as i didnt make these transactions",compromised_card,13
my transaction is showing several times.,transaction_charged_twice,38
"i need to get a card, but i live in the us.",country_support,14
i really need to top-up my card today urgently but my card keeps getting declined!! can you please resolve this problem or try an alternative,top_up_failed,34
i attempted to top up my account but it's been frozen in a pending state for well over an hour now! is this normal? i'm a new customer and this is my first time doing this. i assumed it would be done quicker than this.,pending_top_up,28
why is my money gone right when i attempted to top up,topping_up_by_card,37
"i cannot remember my passcode, is there a way to retrieve it?",passcode_forgotten,25
how come i was charged a transaction of 1?,extra_charge_on_statement,20
what fiduciary currencies are supported for tenure and exchange?,fiat_currency_support,21
"hi, one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you please check and update me.",pending_card_payment,26
the refund isn't showing up on my account.,Refund_not_showing_up,0
why is the cash withdrawal under pending?,pending_cash_withdrawal,27
the exchange rate applied is wrong for my international purchase.,card_payment_wrong_exchange_rate,10
my account is showing a double charge.,transaction_charged_twice,38
are transfers to a beneficiary possible,beneficiary_not_allowed,4
i can't see all the refunds in my statement,Refund_not_showing_up,0
the atm keeps declining my card! i tried two different atms already can you please check if everything is alright with my account??,declined_cash_withdrawal,16
i need my refund,Refund_not_showing_up,0
i want to use my american express for adding money into my account.,supported_cards_and_currencies,31
i am in the eu. can i get one of your cards?,country_support,14
can you express my card to me?,card_delivery_estimate,8
how old do you have to be to get an account?,age_limit,1
i do not have my pin yet,get_physical_card,23
may i get a disposable virtual card as well?,get_disposable_virtual_card,22
there is a payment that has not processed.,pending_card_payment,26
what currences are available for exchange?,exchange_via_app,19
where do i find the auto top up option?,automatic_top_up,3
the refund on my account hasn't shown up,Refund_not_showing_up,0
can i have a non virtual card?,order_physical_card,24
i would like to delete my account.,terminate_account,32
i would like to close my account.,terminate_account,32
i need urgent help. i realize i sent my payment to the wrong account number. i made a typo. please cancel the transfer now. there isn't an option from the app.,cancel_transfer,5
"i am adding money, what currencies do you accept to do this?",supported_cards_and_currencies,31
why is my exchange rate wrong for an item i bought?,card_payment_wrong_exchange_rate,10
why was i double charged?,transaction_charged_twice,38
what are the requirements to open an account for a minor?,age_limit,1
please explain why the funds i added were returned to my account.,top_up_reverted,36
i need my card immediately.,card_delivery_estimate,8
can i use an auto top-up option?,automatic_top_up,3
where do i get a disposable card,get_disposable_virtual_card,22
when is a payment i made with my card going to clear,pending_card_payment,26
why use a disposable card?,get_disposable_virtual_card,22
i cannot prove my own identity.,unable_to_verify_identity,41
my card payment says pending and it hasn't changed,pending_card_payment,26
is my daughter eligible to open an account?,age_limit,1
i have been charged way to much so something is apparently wrong with my exchange. i changed russian ruble into uk pounds.,card_payment_wrong_exchange_rate,10
i would like to add money to my account through my american express.,supported_cards_and_currencies,31
why is my refund not visible on my statement?,Refund_not_showing_up,0
"while abroad, i got cash, and the exchange rate applied is wrong.",wrong_exchange_rate_for_cash_withdrawal,44
i entered a typo when i was transferring money and now i've sent it to an incorrect account. this is so bad! i need it cancelled now.,cancel_transfer,5
i need your help in deleting my account.,terminate_account,32
my identity verification didn't work,unable_to_verify_identity,41
i need to know where my funds come from.,verify_source_of_funds,42
please check the exchange rate for my payment last saturday. i believe i have been overcharged.,card_payment_wrong_exchange_rate,10
i need you to delete my account now.,terminate_account,32
my card did not work at store.,declined_card_payment,15
i think my card is broke?,card_not_working,9
what is the source of the money in my account?,verify_source_of_funds,42
how does a disposable virtual card work?,get_disposable_virtual_card,22
what was the issue with my topping up?,top_up_failed,34
use credit card to transfer money,topping_up_by_card,37
"i made a mistake of transferring, can i cancel my previous transfer?",cancel_transfer,5
i need to change my phone number.,edit_personal_details,18
"i have a cash withdrawal that says it's pending, why?",pending_cash_withdrawal,27
"please check my card. as withdrawal was working fine so far, but this morning suddenly got declined. can you please check the problem?",declined_cash_withdrawal,16
is apple pay a possible top up option?,apple_pay_or_google_pay,2
how can i revert a transaction from this morning?,cancel_transfer,5
what are the benefits of a disposable card?,get_disposable_virtual_card,22
my card will not work,card_not_working,9
how do i access the option to top up?,automatic_top_up,3
how long does it take for me to get my new card?,card_arrival,7
i have to verify the source of my funds,verify_source_of_funds,42
how do i convert currencies with the app?,exchange_via_app,19
do physical cards cost money?,order_physical_card,24
i have money in a foreign account that i want to send to this account.,transfer_into_account,40
what currencies do you accept?,fiat_currency_support,21
how do i transfer funds directly from my credit card?,topping_up_by_card,37
i can't find my code,passcode_forgotten,25
i wanna revert a transaction i did this morning.,cancel_transfer,5
the atm i'm standing in front of only gave me 10 pounds rather than the 30 pounds i wanted. the app shows i took out 30 pounds also. what do i need to do to fix this?,wrong_amount_of_cash_received,43
why has my card been charged an extra pound?,extra_charge_on_statement,20
where is theft-top option?,automatic_top_up,3
you charged me more than once for the same transaction!,transaction_charged_twice,38
how can i transfer money into my account?,transfer_into_account,40
i think my card is broke it's not working anymore,card_not_working,9
please help me change my pin.,change_pin,12
my cash withdrawal isnt showing on my account,pending_cash_withdrawal,27
do you offer account's for minors?,age_limit,1
"i tried to access money earlier but the machine seems not to be working. after looking, the transaction actually shows to still being process. can you find out what is going on here? i don't want to be charged for some money i never got.",pending_cash_withdrawal,27
how long does it take for a card to arrive?,card_delivery_estimate,8
what options do i have in regards to payment?,supported_cards_and_currencies,31
how can i exchange currencies,exchange_via_app,19
i didn't get the right amount at the atm.,wrong_amount_of_cash_received,43
is this card available to americans?,country_support,14
what are age requirements for opening an account?,age_limit,1
"help, i don't see my money i just added.",pending_top_up,28
"i don't like the services, please close my account",terminate_account,32
what is the procedure for depositing a virtual card,get_disposable_virtual_card,22
talk me through modifying my details.,edit_personal_details,18
i tried to transfer funds to a beneficiary and was denied. can you tell me why?,beneficiary_not_allowed,4
i can't find the money i just added to my account.,pending_top_up,28
my statement shows and extra 1 that was charged to it and i would like to know why.,extra_charge_on_statement,20
after making a payment with my card it doesn't seem to have worked. it's just showing to be pending. when will this actually be going through?,pending_card_payment,26
when will the cash that i put in the atm be cleared from pending status?,pending_cash_withdrawal,27
how long will it take to verify my account?,unable_to_verify_identity,41
are my friends able to add funds to my account?,topping_up_by_card,37
do i have a card pin?,get_physical_card,23
"there is an error, the app says i made an atm withdrawal and i didn't.",cash_withdrawal_not_recognised,11
"when i want to transfer money to my account, how can i do that?",transfer_into_account,40
what if i type in the wrong pin too many times?,pin_blocked,29
i'm in the eu. can i get one of your cards?,country_support,14
where do you deliver cards by mail?,order_physical_card,24
"the top-up has a definite problem! i regularly use your service and haven't had a problem before, but now the top-up just shows pending. please tell my why it continues to show pending.",pending_top_up,28
i need to verify the source of funds.,verify_source_of_funds,42
what currencies are approved to add money?,supported_cards_and_currencies,31
i think someone has hacked my card!,compromised_card,13
what does my daughter need to open an account?,age_limit,1
i think i forgot my passcode,passcode_forgotten,25
where can i find information about where my money came from?,verify_source_of_funds,42
do you have info about the card on delivery?,card_arrival,7
my card is about to expire. what do i need to do to keep using my card?,card_about_to_expire,6
when i made a cash transfer abroad the wrong exchange rate was applied,wrong_exchange_rate_for_cash_withdrawal,44
i used my card to top up but it's saying it is still pending. what does this mean?,pending_top_up,28
what should i do if i forgot my passcode?,passcode_forgotten,25
where do you have locations at,country_support,14
why can't i withdraw funds from my account?,declined_cash_withdrawal,16
i lost my passcode.,passcode_forgotten,25
"help me please, i need to top up cash.",top_up_by_cash_or_cheque,33
why was i charged for transferring money?,transfer_fee_charged,39
why was my pin blocked?,pin_blocked,29
why has my card declined,declined_card_payment,15
"what's go on, where is my new card?",card_arrival,7
i don't know the code for the app.,passcode_forgotten,25
can i use a cheque to top up my account,top_up_by_cash_or_cheque,33
my pin has been blocked.,pin_blocked,29
my card is about to expired what will happen?,card_about_to_expire,6
will i get extra charges?,transfer_fee_charged,39
how long is the wait for my card?,card_delivery_estimate,8
what if there is an error on the exchange rate?,card_payment_wrong_exchange_rate,10
the transfer to my beneficiary has not gone through,beneficiary_not_allowed,4
why has my new card still not come?,card_arrival,7
will you set a limit to my top-up?,top_up_limits,35
i am only 17. can i make an account?,age_limit,1
someone has been using my card. there are unfamiliar transactions on there. can you freeze the card to keep this from happening?,compromised_card,13
its been several days and my cash withdrawal is still pending. why?,pending_cash_withdrawal,27
"i tried to take money from my card, but it didn't work. later i saw that the transaction is still in progress. what's goign on?",pending_cash_withdrawal,27
can i use google pay for topping -up,apple_pay_or_google_pay,2
can i order a new card to china?,card_about_to_expire,6
where can i get a physical card?,order_physical_card,24
"my pin is locked, how do i unlock it?",pin_blocked,29
"apple pay is not accepting my american express card, can you assist me with this problem?",apple_pay_or_google_pay,2
why can't i use a disposable card?,disposable_card_limits,17
do you accept us credit cards?,supported_cards_and_currencies,31
how can i modify my details?,edit_personal_details,18
i noticed the exchange rate for cash withdrawal isn't right.,wrong_exchange_rate_for_cash_withdrawal,44
"my card's expiration is approaching, how do i replace it.",card_about_to_expire,6
can i get an update on my replacement card?,card_arrival,7
i cannot use my pin.,pin_blocked,29
what should i do if i don't know my password?,passcode_forgotten,25
i forgot my pin and now it is blocked.,pin_blocked,29
could you inform me as to why i have been charged a higher fee for doing banking abroad.,transfer_fee_charged,39
currently i can't get my card to work.,card_not_working,9
can i change my pin at my local bank?,change_pin,12
"i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?",pending_cash_withdrawal,27
"please help me get a new card, i reside in the united states.",country_support,14
can i have money transferred into my account at different intervals along my trip?,automatic_top_up,3
will it be possible to change from usd to gbp with this app?,exchange_via_app,19
why can't i withdraw money?,declined_cash_withdrawal,16
there is some odd 1 charge that appears as pending on my statement. what's that about? pretty sure i haven't purchased anything for a pound there.,extra_charge_on_statement,20
i need to change my address in the personal details.,edit_personal_details,18
what is the maximum i can transfer before i incur fees?,transfer_fee_charged,39
i bought something this morning and the payment is still pending,pending_card_payment,26
still waiting on my new card,card_arrival,7
what do i do if i have exceeded all my pin tries?,pin_blocked,29
is it okay to hold money in multiple currencies?,fiat_currency_support,21
i want to transfer money. how do i do that for my account?,transfer_into_account,40
how can i change my tholepin ?,change_pin,12
my card was declined at a restaurant today and i don't know what the problem is.,card_not_working,9
if there isn't much money left can it automatically top-up?,automatic_top_up,3
you operate in which countries?,country_support,14
why is there an additional fee showing on the statement i received?,extra_charge_on_statement,20
i have got out the wrong amount from an atm. please tell me the process to get the cash back as in app its showing the amount i have been actually received.,wrong_amount_of_cash_received,43
my atm withdrawal was declined.,declined_cash_withdrawal,16
is american express supported for adding funds?,supported_cards_and_currencies,31
i have have multiple charges for one transaction.,transaction_charged_twice,38
i am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate,10
my card is about to expire. are there any costs with a replacement card? how quick do you mail it to me?,card_about_to_expire,6
"your company is awful, i would like to delete my account please",terminate_account,32
i can't remember my password.,passcode_forgotten,25
show me where i can see the pin?,get_physical_card,23
how long does it take to recieve my new card?,card_arrival,7
is there a maximum for top-ups?,top_up_limits,35
i need help right now. i realize i sent my payment to the wrong account number after making a typo. please cancel the transfer now since i can't do it from the app.,cancel_transfer,5
"it is still pending, i am still waiting. your system just shows my top-up as pending. what is happening?",pending_top_up,28
what could the reason be that my payment card was declined?,declined_card_payment,15
do i have to manually top up once i'm too low?,automatic_top_up,3
my wallet was stolen and all my credit cards were in there. help?!!?,compromised_card,13
exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate,10
when can i expect to receive my card?,card_delivery_estimate,8
my card payment didn't go through.,declined_card_payment,15
i believe someone is using my card without my agreement!,compromised_card,13
can i have it by a certain date?,card_delivery_estimate,8
hello i changed my mind and really need a refund on one of things i bought recently. can you please cancel the transaction and get my money back. please it's urgent.,request_refund,30
why isn't my google pay top up working for me? did i do something wrong?,apple_pay_or_google_pay,2
i don't know where to look to find my pin.,get_physical_card,23
i could not access my money at the atm,declined_cash_withdrawal,16
i need clarity on why my card is not working.,card_not_working,9
i want to close my account,terminate_account,32
in a recent withdrawal i received less cash than i expected to receive. did someone make an error with the exchange rate?,wrong_exchange_rate_for_cash_withdrawal,44
i tried transferring to an account but it won't let me.,beneficiary_not_allowed,4
can my children have their own account?,age_limit,1
i have been waiting for my card payment to be moved from pending status for an unusually long time. what is going on here and do you have an idea of when i can expect it to go through?,pending_card_payment,26
i've tried my card a bunch of times and it never worked.,card_not_working,9
i could not use my card in a store.,declined_card_payment,15
how long does the cash withdrawal take to pend?,pending_cash_withdrawal,27
what is the process to get a new card when your old one expires?,card_about_to_expire,6
can i track history on funds?,verify_source_of_funds,42
if i want to change my pin number can i directly from an atm?,change_pin,12
i could not get my card to work at a shop.,declined_card_payment,15
help me verify my identity.,unable_to_verify_identity,41
"hi, i was trying to use my card but it was declining by atm. i have cross checked with two different atms but i was facing the same issue. could you please check my account.",declined_cash_withdrawal,16
is there a limit on top-ups?,top_up_limits,35
can i get an account for my daughter?,age_limit,1
my pin was blocked.,pin_blocked,29
is the bank the only place i can change my pin,change_pin,12
i'd like to open an account for my kids can i do that?,age_limit,1
my top-up was revoked.,top_up_reverted,36
"heyy i tried to top up with my card today but it failed! i just got the couple days before but it has worked last time. what's going on, can you double check please?",top_up_failed,34
the first payment i attempted for my card at the store earlier did not process so i had to make a second attempt. the second time it worked. it now appears i was charged twice. after looking at the app i see a pending charge. please remove the pending amount because it is clearly not accurate and was declined.,transaction_charged_twice,38
why does my statement have these extra charges?,extra_charge_on_statement,20
i wanted to know why a top-up i made has been reverted.,top_up_reverted,36
is there a way to use this app with a disposable virtual card?,get_disposable_virtual_card,22
what locations are you in?,country_support,14
how do i close my account?,terminate_account,32
i have a card payment which shows as pending,pending_card_payment,26
the cash abroad exchange rate is applied wrong.,wrong_exchange_rate_for_cash_withdrawal,44
i'm having problems with id verification,unable_to_verify_identity,41
i need to top-up my card today urgently but my card keeps getting declined!! can you please resolve this problem or let me know if you have any alternatives,top_up_failed,34
what locations are cards delivered to?,order_physical_card,24
do i have a say when it's delivered?,card_delivery_estimate,8
where is the option to top up with a cheque?,top_up_by_cash_or_cheque,33
how much for an actual card?,order_physical_card,24
am i able to use apple pay?,apple_pay_or_google_pay,2
what are the details of disposable card limitations?,disposable_card_limits,17
i am not able to do a transfer to an account,beneficiary_not_allowed,4
"i was blocked by using the wrong pin too many times, can you help me?",pin_blocked,29
"i need to set up an account for my daughter, how would i do that?",age_limit,1
why was the wrong rate applied when i bought something in a different currency?,card_payment_wrong_exchange_rate,10
help my verify my id.,unable_to_verify_identity,41
can i have more than one disposable card?,disposable_card_limits,17
what is my top-up limit?,top_up_limits,35
"i did a top-up, but i'm not seeing it in my wallet yet.",topping_up_by_card,37
how much for a physical card?,order_physical_card,24
how do i fix a broken card?,card_not_working,9
"this company is bad, delete my account now.",terminate_account,32
is my new bank card on the way and is there a way to track it?,card_arrival,7
"i'm not in the uk, but can i still get a card?",country_support,14
my payment is in the app but hasn't gone through yet,pending_card_payment,26
can i hold money in other currencies?,fiat_currency_support,21
could you explain why my top-up has gone through yet?,pending_top_up,28
where is my refund? it appears to be missing.,Refund_not_showing_up,0
what is this extra 1 fee about?,extra_charge_on_statement,20
there is a payment showing as pending and hasn't posted for a few days. when will it post?,pending_card_payment,26
how can i set up google pay on my device?,apple_pay_or_google_pay,2
do you offer services that hold money in different types of currency?,fiat_currency_support,21
problems with my top up,top_up_failed,34
what source do my fund come from?,verify_source_of_funds,42
how long is a delivery to the us?,card_delivery_estimate,8
can i change my pin?,change_pin,12
there is a duplicate payment on my card. why?,transaction_charged_twice,38
do you accept cheques for top-up?,top_up_by_cash_or_cheque,33
i want to transfer some money from my other bank account into this one.,transfer_into_account,40
will you accept my credit card?,supported_cards_and_currencies,31
i need to transfer money to my account from another bank,transfer_into_account,40
i have been waiting over a week. is the card still coming?,card_arrival,7
let me know how many disposable cards i can have?,disposable_card_limits,17
do you limit my top-ups?,top_up_limits,35
"how do i reset my pin, i can't seem to use my card?",pin_blocked,29
my top up is not working,top_up_failed,34
how will i get my card?,card_delivery_estimate,8
terminate my account please,terminate_account,32
why is my card payment still pending? it should have gone through already.,pending_card_payment,26
are there restrictions on new cards in china?,card_about_to_expire,6
how long does it actually take my card payment to make it to the account? i've made a payment a couple of days ago but it hasn't moved since.,pending_card_payment,26
i requested a refund but can't see it.,Refund_not_showing_up,0
i don't see a refund in my account.,Refund_not_showing_up,0
are there any restrictions on the disposable cards?,disposable_card_limits,17
can i use this app to exchange between dollars and pounds?,exchange_via_app,19
the app reverted after i topped-up,top_up_reverted,36
the app denied my top-up,top_up_failed,34
i'd like to know how transferring my money into my account works.,transfer_into_account,40
do i get an actual card?,order_physical_card,24
i havn't received my pin yet.,get_physical_card,23
how do i know what my pin is?,get_physical_card,23
hello. i checked my transactions and saw i was double charged for a restaurant visit. can i get my money back?,transaction_charged_twice,38
"hi, please help me to request cash back. as i have been withdrawn money from atm, but i got wrong amount. in application its showing the amount i have been charged through.",wrong_amount_of_cash_received,43
where can i get my currencies exchanged?,exchange_via_app,19
what is the reason my payment was not accepted?,declined_card_payment,15
how can i exchange gbp for aud?,exchange_via_app,19
what are some of the restrictions that the disposable cards have?,disposable_card_limits,17
why did i get a 1 extra fee on the statement?,extra_charge_on_statement,20
i withdrew cash and dont see it reflected on the balance,pending_cash_withdrawal,27
how long do i need to wait til my top up isn't pending?,pending_top_up,28
why are there so many fees on my statement?,extra_charge_on_statement,20
the refund doesn't show in my account,Refund_not_showing_up,0
whats the process of tranfering money into an account?,transfer_into_account,40
are there any reasons that my identity wouldn't be accepted even though everything i've provided is factual?,unable_to_verify_identity,41
"hi, today i have withdrawn cash from atm but i got wrong amount and in the app it is showing much more amount than that.",wrong_amount_of_cash_received,43
"top up google pay, is it possible?",apple_pay_or_google_pay,2
what are the limits for disposable virtual cards?,disposable_card_limits,17
is there any way to cancel a recent transfer? i did not mean to make it and need to make sure it does not go through.,cancel_transfer,5
i havent got my card,card_arrival,7
how many transactions can i make on my disposable card?,disposable_card_limits,17
what are the countries that you operate in?,country_support,14
the exchange rate that was applied for an international purchase was wrong.,card_payment_wrong_exchange_rate,10
"i need to transfer money into my account, how?",transfer_into_account,40
does it cost anyting to get my own card?,order_physical_card,24
"after a transfer, i see an extra fee. why?",transfer_fee_charged,39
where can i find a list of descriptions the disposable cards have?,disposable_card_limits,17
is my top up not working?,pending_top_up,28
i'm worried my card might be lost in the mail? how long does it usually take to arrive?,card_delivery_estimate,8
can i get money in my home currency at my atm ?i am on holiday and bit concerned because i do not have any cash with me .is it possible to withdraw without any additional cost.,wrong_exchange_rate_for_cash_withdrawal,44
is there a limit for top up?,top_up_limits,35
is it possible to change to another currency?,exchange_via_app,19
i'm interested in getting a card. how does one go about doing that?,order_physical_card,24
can you tell me why my card keeps getting declined every time i try to use it?,declined_card_payment,15
i would like to delete my account. i'm not happy with the service you're providing,terminate_account,32
card refund is not showing up in my statement.,Refund_not_showing_up,0
how many times can i make a top-up?,top_up_limits,35
why is my card payment still pending?,pending_card_payment,26
i need a refund for something i bought.,request_refund,30
something is wrong with my payment account since it has been declined,declined_card_payment,15
is this card available to united states residents?,country_support,14
"i just checked my statement and saw a 1 charge, why is it there?",extra_charge_on_statement,20
am i allowed to hold money in multiple currencies?,fiat_currency_support,21
i just made a top-up but it shows as pending! i use your service all the time and have never had a problem before. why does it keep showing up as pending?,pending_top_up,28
"i need your help to check my account, please! my card keeps being declined at the atm, and i've already tried two different ones!",declined_cash_withdrawal,16
"if i feel someone has my card information, can i get a new card?",compromised_card,13
how do i order a new card if my current one is about to expire?,card_about_to_expire,6
my card was declined at a restaurant today and i am not sure why.,card_not_working,9
a transfer has to be cancelled.,cancel_transfer,5
why does my account have a pending cash withdrawal?,pending_cash_withdrawal,27
i can see an extra 1 charge on my app. why did you charge me extra?,extra_charge_on_statement,20
how long will my cash withdrawal take,pending_cash_withdrawal,27
my top-up funds aren't available yet.,pending_top_up,28
how long will it take to deliver to the us?,card_delivery_estimate,8
why is there an extra 1 pound charge on my card?,extra_charge_on_statement,20
i think that somebody is utilizing my card without my authorization!,compromised_card,13
will you help me unblock my pin after putting in the wrong pin too many times?,pin_blocked,29
why did my top-up fail?,top_up_failed,34
will i be able to get a disposable virtual card as well?,get_disposable_virtual_card,22
"three months ago i bought a new house for my cat, fluffy. unfortunately fluffy was not a fan of the house and it had to be returned to pet smart last week. they said they have sent a refund but it's not there, can you tell me where it is?",Refund_not_showing_up,0
"what is source of my funds, need to verify",verify_source_of_funds,42
would i be able to refund an item?,request_refund,30
"i need to use my disposable card multiple times a day, is there a cutoff limit?",disposable_card_limits,17
delete this account!,terminate_account,32
i am sick of this damn company and want to close out my account.,terminate_account,32
will this app exchange currencies?,exchange_via_app,19
one of my transactions needs to be canceled.,cancel_transfer,5
if i want to select a new pin what do i do?,change_pin,12
i would like to transfer money from my other bank account into this one.,transfer_into_account,40
"i would like to receive and use the card in europe, is that possible?",country_support,14
how old do you have to be to open an account?,age_limit,1
"i'm locked out of my account as i can't remember my code, what do i do now?",passcode_forgotten,25
"i am overseas in china, can i get a replacement card?",card_about_to_expire,6
i am interested in changing my personal details.,edit_personal_details,18
is my card lost? i am still waiting for it to be delivered.,card_arrival,7
can you help me get a disposable virtual card?,get_disposable_virtual_card,22
is it possible to change my pin if i am out of the country?,change_pin,12
what is the limits on the number of disposable cards i can have?,disposable_card_limits,17
how many top-ups can i use?,top_up_limits,35
my top up is giving me problems. what is wrong with it?,top_up_failed,34
"i'm supposed to be getting a refund but it hasn't shown up, now what?",Refund_not_showing_up,0
i need to renew a card that's about to expire,card_about_to_expire,6
my card was working but now it doesn't.,card_not_working,9
am i able to top up with apple pay?,apple_pay_or_google_pay,2
what happened to the money after i put in the wrong info and it got declined,topping_up_by_card,37
am i able to modify my account details?,edit_personal_details,18
i accidentally blocked my pin. how do i reset it?,pin_blocked,29
why wouldn't you support american express? its a card i like and use often and i don't want to get a different one,supported_cards_and_currencies,31
the exchange rate for my card payment doesn't seem right.,card_payment_wrong_exchange_rate,10
why is my card payment showing as pending?,pending_card_payment,26
how do i use a check to top up?,top_up_by_cash_or_cheque,33
can you tell me what are disposable cards for?,get_disposable_virtual_card,22
my top up did not complete.,pending_top_up,28
"if i have already completed a cash withdrawal at an atm, is it normal for it to show as a pending transaction on the app?",pending_cash_withdrawal,27
i wish to close my account. i do not like the service you provide.,terminate_account,32
top up did not work on the app.,top_up_failed,34
i have exceeded the number of pin attempts,pin_blocked,29
why am i not allowed to add a certain beneficiary?,beneficiary_not_allowed,4
is my pending cash withdrawal processed?,pending_cash_withdrawal,27
do i receive the physical card for free,order_physical_card,24
i want to cancel a transfer right away! can you help?,cancel_transfer,5
i wondered if multiple currencies is okay?,fiat_currency_support,21
can i order a disposable virtual card?,get_disposable_virtual_card,22
is it possible to top up by card?,topping_up_by_card,37
"i was abroad and needed some cash, but i think the wrong exchange rate was applied to the transaction.",wrong_exchange_rate_for_cash_withdrawal,44
can i cancel a charge?,cancel_transfer,5
may i get an account for my daughter?,age_limit,1
"i want to know which currencies and cards are supported, can you provide a list?",supported_cards_and_currencies,31
i inadvertently completed a transaction on a wrong account.,cancel_transfer,5
what do i have to do to change my pin?,change_pin,12
is there a daily auto top-up limit?,automatic_top_up,3
was there a way for me to get tracking for that?,card_arrival,7
where's accounting for my cash withdrawal?,pending_cash_withdrawal,27
what steps do i need to take to exchange currencies?,exchange_via_app,19
i need more money in my account. can i add more by transferring?,transfer_into_account,40
there is a pending transaction on my account for when i tried to get money from the atm earlier and it did not work. can you fix this?,pending_cash_withdrawal,27
what do i do if my card expires soon?,card_about_to_expire,6
the atm i used for foreign currency provided the wrong exchange rate.,wrong_exchange_rate_for_cash_withdrawal,44
help me delete my account. i am not satisfied with the service.,terminate_account,32
why is my identity not being verified?,unable_to_verify_identity,41
why am i being charged for transfers? are they not free?,transfer_fee_charged,39
what is the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal,44
reason for my card to decline,declined_card_payment,15
"i am express delivering my card to the us, how long will that take",card_delivery_estimate,8
"changed details is essential, what steps do i take to do so?",edit_personal_details,18
"new customer and filling gas for the first time today, not working,",pending_top_up,28
i would like to cancel a transfer...is this possible?,cancel_transfer,5
my app statement shows i took out cash from an atm but i did not. what can i do?,cash_withdrawal_not_recognised,11
i couldn't make a transfer to a beneficiary!,beneficiary_not_allowed,4
i have my card here with me and someone has just made a withdrawal for 500. please help!,cash_withdrawal_not_recognised,11
i've been checking my statement to see if i've received a refund i requested from a seller a while ago has arrived. but it has not. this should have come back to me already. can you help me figure out why it's not here and get my money back?,Refund_not_showing_up,0
why was i charged twice for the same thing?,transaction_charged_twice,38
"i don't know my pin, how can i find that out?",get_physical_card,23
how can i request cash back? the atm just gave me a different amount than what i've been charged though...,wrong_amount_of_cash_received,43
cancel a transaction,cancel_transfer,5
do you take checks?,top_up_by_cash_or_cheque,33
my card was declined but it shows as multiple charges?,transaction_charged_twice,38
where are the cards delivered to,order_physical_card,24
do you offer auto top ups?,automatic_top_up,3
the atm didn't give me enough money.,wrong_amount_of_cash_received,43
i wasn't charged the correct exchange rate for an item i purchased.,card_payment_wrong_exchange_rate,10
i'm on holiday and i noticed a different amount for exchange rate. can you explain?,card_payment_wrong_exchange_rate,10
how long to take the time to solve,card_not_working,9
do you have any top-up limits?,top_up_limits,35
i got charged and extra fee when i transferred money so why was i charged?,transfer_fee_charged,39
is it possible to also get a disposable virtual card?,get_disposable_virtual_card,22
hello i changed my mind and really need a refund on something i bought recently. can you please cancel the transaction and get me my money back. please it's urgent.,request_refund,30
what if my top up didn't work?,top_up_failed,34
i tried to charge my card but it was declined. a couple days ago i was able to charge it and it was accepted. is something wrong? will you double check for me please?,top_up_failed,34
"i have arranged a transfer, but no longer need to send it. how do i stop the transfer?",cancel_transfer,5
does google pay offer a top up option?,apple_pay_or_google_pay,2
why did i only get 20.00,wrong_amount_of_cash_received,43
what's my limit for topping up?,top_up_limits,35
"hi, i have an apple watch. how do i use it to top up my card?",apple_pay_or_google_pay,2
where is my pin? i don't have it yet,get_physical_card,23
my top up is pending still,pending_top_up,28
when can i expect delivery?,card_delivery_estimate,8
someone besides me might be using my card.,compromised_card,13
can i see money source?,verify_source_of_funds,42
can i have more than 2 disposable cards?,disposable_card_limits,17
where can the pin be located?,get_physical_card,23
the app won't let me log in as myself.,unable_to_verify_identity,41
my exchange went wrong. i swapped russian ruble for uk pounds and was charged too much.,card_payment_wrong_exchange_rate,10
i used foreign currency to buy something and i think the rate applied is incorrect.,card_payment_wrong_exchange_rate,10
tell me where i can find the auto top up feature and a little bit about it please.,automatic_top_up,3
